pnID1,siID1,mnID1,nam1,etime1,status,DQ11t1,DQ12t1,DQ1A,DQ2,DQ31,DQ32,DQ33,DQ34,DQ3A1n1,DQ4A1,DQ4A2,DQ4A3,DQ4B,DQ51n1,DQ6,DQ70c1,DQ70c2,DQ70c3,DQ7A,DQ8,DQ91t1,DQ92n1,DQ10,DQ10n1,DQ11A,DQ11An1,DQ11An2,DQ12,DQ13,DQ141n1,DQ142n1,DQ142n2,DQ143n1,DQ143n2,DQ143n3,DQ144n1,DQ144n2,DQ144n3,DQ151t1,DQ152n1,DQ152n2,DQ152n3,DQ153n1,DQ153n2,DQ153n3,Q01,Q0211,Q0212,Q0221,Q0222,Q0231,Q0232,Q0311,Q0312,Q0313,Q0314,Q0321,Q0322,Q0323,Q0324,Q0319,Q0329,Q041,Q042,Q043,Q04t8,Q0511,Q0512,Q0513,Q0521,Q0522,Q0523,Q0519,Q06,Q071,Q072,Q073,Q074,Q0811,Q0812,Q0813,Q0821,Q0822,Q0823,Q08A1,Q08A2,Q08A3,Q08A4,Q08At4,Q0911,Q0912,Q0913,Q0914,Q09t4,Q0915,Q101n1,Q1111,Q1112,Q1113,Q1119,Q12,Q1311,Q1312,Q141,Q142,Q143,Q14t11,Q15,Q15A,Q15B1,Q15B2,Q15B3,Q15B4,Q15B5,Q15Bt5,Q161,Q162,Q16t9,Q17,Q18,Q18A,Q18At5,Q18B,Q18Bt6,Q19,Q19t5,Q20A1,Q20A2,Q20A3,Q20A4,Q20A5,Q20At5,Q20AA,Q20AAt3
,000209,999999,서형주,2022-09-08 오전 11:20:00,201,,조광상사,1244,2,,서울 양천구 등촌로 234,,606-17,2,1,,,1,,1,2,256,CS200056,2,2,등촌역,36,1,9,1,6,,,1,67,2006,7,10,8,4,,,,조병모,,,,10,6261,1661,3,,,,,,,1000,1000,1000,1000,82,82,82,82,,,,,,,,,,2,2,,,,2,2,2,2,,,600,,,,1,2,,,,100,0,0,0,,,2,80,80,,,,200,,1,7,8,,,,,,,,,,3,9,,,,,,,,,,,,,,,,,
,000215,999999,서형주,2022-09-08 오전 11:20:00,201,,소망약국,1126,1,,서울 양천구 오목로 322,,보성빌딩,,1,,,1,,1,3,318,CS300018,3,2,오목교역,53,1,10,1,8,,,2,61,2005,7,9,8,,,,,김정희,,,,10,9129,947,3,,,,,,,8000,8000,8000,8000,500,500,,,,,,,,,,,,,,,,,1,2,1,1,,,2000,,,,,,,,,,,,,,,5,4000,4000,,,,4250,,4,8,1,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,
,000224,999999,서형주,2022-09-08 오전 11:20:00,201,,옹골찬감자탕,1324,1,,서울 강북구 도봉로 8길 70,,,1,1,,,1,,1,1,101,CS100001,1,1,미사역,418,2,,1,1,,,2,60,2019,7,11,,,2,,,백미숙,2,983,3323,,,,3,,,,,,,2000,2000,,,140,140,,,,,,,,,,,,,,,,,1,1,1,1,,2000,,,,,,,,,,100,0,0,0,,,2,300,300,,,,,,8,9,,,,,,,,,,,2,5,,,,,,,,,,,,,,,,,
,000058,999999,서형주,2022-09-08 오전 11:20:00,201,,월드매직 세탁소,1141,1,,서울 강남구 역삼로 5길 6,,,4,1,,,1,1,1,2,231,CS200031,2,2,강남역,444,2,,1,2,,,1,61,1981,7,8,22,4,,,,이영채,,,,10,3235,235,3,29.75,,,,,,1000,1000,1000,,70,70,70,,,,,,,,,,,,,,,,1,1,1,1,,2000,500,,,,,,3,,,100,0,0,0,,,2,120,120,200,Y,코로나,,,7,8,1,,,,,,,,,,8,3,,,,,,,,,,,,,,,,,
,000096,999999,서형주,2022-09-08 오전 11:20:00,201,,동인약국,1171,2,,서울 종로구 창신길 11,,,3,1,,,1,1,1,3,318,CS300018,3,2,동대문역,90,2,,2,,1,,1,60,1981,7,12,20,2,,,,이효인,2,743,7371,,,,3,19.83,,,,,,2000,2000,,,100,100,100,100,,,,,,,,,,10,10,10,,,2,2,2,2,,,,,,,,,,,,100,0,0,0,,,2,500,500,1000,Y,코로나,300,0.3,8,9,,,,,,,,,,,3,8,,,,,,,,,,,,,,,,,
,000121,999999,서형주,2022-09-08 오전 11:20:00,201,,베르,1255,2,,서울 용산구 녹사평대로 32길 32,,,2,1,,,1,,1,3,311,CS300011,3,2,이태원역,359,2,,1,1,,,2,35,2020,11,11,19,4,,,,김현지,,,,10,4746,8076,3,,,,,,,1000,1000,1000,,90,90,90,,,,,,,,,,,,,,,,1,2,1,2,,,2000,,,,,,,,,100,0,0,0,,,2,,,,,,,,8,9,4,,,,,,,,,,5,2,,,,,,,,,,,,,,,,,
,000123,999999,서형주,2022-09-08 오전 11:20:00,201,,코노미,1229,2,,서울 마포구 잔다리로 6길 28,,,3,1,,,1,1,1,1,103,CS100003,1,2,합정역,528,2,,1,1,,,1,37,2012,7,16,22,,1,,,박현철,,,,10,6755,2428,3,49.59,,,,,,1500,1500,1500,1500,130,130,130,130,,,,,,,,,,55,55,55,,,1,2,2,2,,,4000,,,,,,,,,100,0,0,0,,,2,400,400,1000,Y,코로나,550,0.28,8,6,7,,,,,,,,,,5,3,,,,,,,,,,,,,,,,,
,000153,999999,서형주,2022-09-08 오전 11:20:00,201,,디스커버리,1511,1,,서울 송파구 동남로 123,,,4,1,,,1,,1,3,311,CS300011,3,2,문정,700,1,6,1,6,,,1,,2021,2,11,21,,3,,,이상화,,,,10,2061,3427,2,,,,,,,10000,10000,,,800,800,,,,,,,,,,,,,,,,,1,1,2,1,,5000,,,,,1,,,,,,,,,,,,,,,,,,,1,8,9,,,,,,,,,,4,2,,,,,,,,,,,,,,,,,
,000187,999999,서형주,2022-09-08 오전 11:20:00,201,,깐부치킨,1271,1,,서울 서초구 방배천로 21,,,4,1,,,1,,1,1,107,CS100007,1,1,사당,264,1,,2,,2,,2,54,2020,3,12,9,4,2,,,조태희,2,583,2992,,,,1,,,,,,,15000,15000,15000,,1300,1300,1300,,,,,,,,60,60,60,60,60,60,,,1,1,1,1,,5000,1000,,,,1,2,,,,100,0,0,0,,,2,3300,3300,8500,Y,3년안됨 / 코로나로 인해 매출줄음,,0.2,8,4,1,,,,,,,,,,2,5,,,,,,,,,,,,,,,,,
,000205,999999,서형주,2022-09-08 오전 11:20:00,201,,천외천,1244,1,,서울 양천구 등촌로 220,,,5,1,,,1,,1,1,102,CS100002,1,2,등촌역,164,2,,2,,1,,2,54,2014,7,10,10,,,,,우무근,,,,10,6681,5999,3,,,,,,,7000,7000,7000,7000,380,380,380,380,,,,,,,55,55,,,,,,,1,2,2,1,,15000,10000,,,,,,,,,0,100,0,0,,,1,4500,4500,,,,5500,,1,8,3,,,,,,,,,,5,2,,,,,,,,,,,,,,,,,
,000206,999999,서형주,2022-09-08 오전 11:20:00,201,,지센 등촌,1244,1,,서울 양천구 공항대로 570,,,3,1,,,1,102103,1,3,311,CS300011,3,2,등촌역,129,1,4,1,6,,,1,50,2012,7,10,8,4,,,,한상록,,,,10,2664,6872,2,,,,,,,5000,5000,5000,5000,350,350,350,350,,,,,,,,,,2,2,,,,1,2,2,1,,20000,8500,,,,1,,,,,92,8,0,0,,,1,1500,1500,,,,3000,,8,,,,,,,,,,,,5,2,,,,,,,,,,,,,,,,,
,000211,999999,서형주,2022-09-08 오전 11:20:00,201,,미소공인중개사,1244,1,,서울 강서구 등촌로 231,,506-13,3,1,,,1,,1,2,233,CS200033,2,1,등촌역,52,1,9,1,6,,,1,63,2015,7,8,8,6,,,,이혜수,,,,10,5442,1663,3,,,,,,,2000,2000,2000,2000,176,176,176,176,,,,,,,,,,5,5,5,,,2,1,1,1,,4000,2000,,,,1,,,,,0,100,0,0,,,2,250,250,,,,550,,1,3,8,,,,,,,,,,2,3,,,,,,,,,,,,,,,,,
,000220,999999,서형주,2022-09-08 오전 11:20:00,201,,은성상회,1324,2,,서울 강북구 도봉로 45,,,1,1,,,1,,1,3,311,CS300011,3,2,미사역,255,2,,,,,,1,,2021,7,9,19,2,1,,,은관풍,2,988,9359,,,,3,,,,,,,900,900,,,556,556,,,,,,,,,,,,,,,,,2,2,2,2,,,,,,,,,,,,,,,,,,2,240,240,,,,,,9,8,,,,,,,,,,,3,8,,,,,,,,,,,,,,,,,
,000054,999999,서형주,2022-09-08 오전 11:20:00,201,,A-HA치킨,1141,1,,서울 강남구 서초대로 74길 27,,,,1,,,1,,3,1,107,CS100007,1,1,,,2,,1,2,,,2,33,2017,7,17,22,,,,,김하나,,,,10,9116,5816,3,33.06,33.06,,,,,3000,3000,3000,3000,450,450,450,450,,,,,,,38,38,38,70,70,70,,,2,2,2,2,,2000,15000,,,,1,,,,,100,0,0,0,,,2,300,300,1000,Y,코로나,1000,0.63,8,9,1,,,,,,,,,,3,8,,,,,,,,,,,,,,,,,
,000079,999999,서형주,2022-09-08 오전 11:20:00,201,,비스트로 사랑방,1229,2,,서울 마포구 와우산로 15길 40,,,4,1,,,1,1,1,1,104,CS100004,1,2,상수역,245,2,,1,1,,,1,27,2018,7,12,21,,2,,,정재원,,,,10,3605,10,3,66.12,,,,,,3000,3000,3000,3000,250,250,250,250,,,,,,,,,,,,,,,2,2,2,2,,,,,,,,,,,,,,,,,,,1600,1600,2300,Y,코로나,,,8,1,9,,,,,,,,,,5,3,,,,,,,,,,,,,,,,,
,000093,999999,서형주,2022-09-08 오전 11:20:00,201,,이원상사,1171,2,,서울 종로구 종로 52길 6,,,2,1,,,1,1,1,3,353,CS300053,3,2,동묘앞역,242,2,,2,,1,,1,66,2001,7,9,19,,,,1,정재준,,,,10,5184,6778,3,46.28,,,,,,4000,4000,4000,4000,360,360,360,360,,,,,,,4,4,4,20,20,20,,,1,2,2,2,,,16000,,,,,,,,,25,75,0,0,,,2,1000,1000,1500,Y,코로나,900,0.3,6,1,8,,,,,,,,,,3,8,,,,,,,,,,,,,,,,,
,000144,999999,서형주,2022-09-08 오전 11:20:00,201,,모범가츠,1511,1,,서울 송파구 동남로 2길 8,,,4,1,,,1,,1,1,103,CS100003,1,2,문정,400,,,,,,,2,,2020,3,11,21,8,,1,1,이훈,,,,10,9165,1851,3,,,,,,,1000,1000,1000,1000,70,70,70,70,,,,,,,,,,3,3,,,,1,2,1,1,,1500,,,,,1,,3,,,,,,,,,2,2100,2100,2000,Y,코로나,,,1,8,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,000152,999999,서형주,2022-09-08 오전 11:20:00,201,,멍돌하우스,1511,1,,서울 송파구 문정로 1길 26,,,2,1,,,1,,2,3,329,CS300029,3,2,문정,400,,,1,1,,,2,,2019,7,8,20,,1,,,이서희,,,,10,6422,4802,3,,,,,,,4000,4000,4000,4000,300,300,300,300,,,,,,,,,,,,,,,2,2,2,2,,,,,,,,,,,,,,,,,,,1000,1000,1000,N,,,,1,6,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,000170,999999,서형주,2022-09-08 오전 11:20:00,201,,오늘 와인한잔,1271,2,,서울 서초구 방배천로 4길 15,,,4,1,,,1,,1,1,109,CS100009,1,1,사당,218,2,,1,2,,,2,53,2017,3,3,10,,2,,,양민애,2,6465,9555,,,,2,,,,,,,15000,15000,15000,15000,500,500,500,500,,,,,,,150,150,150,150,150,150,,,1,1,1,1,,15000,,,,,1,,,,,100,0,0,0,,,2,2700,2700,2700,N,,,0.1,8,1,2,,,,,,,,,,2,5,,,,,,,,,,,,,,,,,
,000198,999999,서형주,2022-09-08 오전 11:20:00,201,,인사동 양조장,1227,2,,서울 종로구 율곡로 44-16,,,2,1,,,1,,1,1,109,CS100009,1,2,안국역,871,2,,1,4,,,1,30,2020,5,11,9,4,,,,박형주,2,739,6451,,,,3,,,,,,,6000,6000,,,240,240,,,,,,,,,,,,,,,,,2,2,2,2,,,,,,,,,,,,100,0,0,0,,,2,1000,1000,,,,,0.2,8,4,1,,,,,,,,,,2,5,,,,,,,,,,,,,,,,,
,000199,999999,서형주,2022-09-08 오전 11:20:00,201,,등촌 멸치국수,1244,1,,서울 강서구 공항대로 59가길25-6,,647-84,3,1,,,1,,1,1,101,CS100001,1,2,등촌역,97,2,,,,,,1,66,2012,7,9,21,,,,,이국선,,,,10,5239,5529,3,,,,,,,2000,2000,,,77,77,,,,,,,,,,,,26,26,,,,1,1,1,2,,,1000,,,,,,,,,75,25,0,0,,,2,850,850,,,,1500,,1,7,8,,,,,,,,,,5,3,,,,,,,,,,,,,,,,,
,000217,999999,서형주,2022-09-08 오전 11:20:00,201,,스마일부동산,1126,1,,서울 양천구 오목로 326,,405-212,5,1,,,1,,1,2,233,CS200033,2,2,오목교역,1.5,1,14,1,6,,,1,65,2001,7,9,6,4,1,,,(거부),2,2643,2400,,,,3,,,,,,,4000,4000,,,220,220,,,,,,,,,17,17,,,,,,,1,1,1,1,,5000,3000,,,,1,,,,,,,,,,,2,300,300,,,,,,1,3,8,,,,,,,,,,5,3,,,,,,,,,,,,,,,,,
,000254,999999,서형주,2022-09-08 오전 11:20:00,201,,테일러마고,1202,2,,서울 강남구 테헤란로 52길 16,,테헤란아이파크상가,1,1,,,1,,1,3,311,CS300011,3,1,선릉역,391,2,,2,,1,,2,35,2016,7,10,20,4,2,,,최은주,2,569,5771,,,,3,,,,,,,5000,5000,5000,,330,330,330,,,,,,,,,,,,,,,,2,2,2,2,,,,,,,,,,,,100,0,0,0,,,2,1000,1000,1000,N,,,0.2,8,1,2,,,,,,,,,,2,5,,,,,,,,,,,,,,,,,
,000103,999999,서형주,2022-09-08 오전 11:20:00,201,,포인트골프,1255,2,,서울 용산구 이태원로 168,,,1,1,,,1,,1,3,324,CS300024,3,2,이태원역,106,1,2,1,4,,,1,58,1994,1,10,21,,,,,신철,2,792,1920,10,3731,1920,3,,,,,,,12000,12000,,,770,770,,,,,,,,,,,,,,,,,1,2,2,2,,,,,,,,,,,,44,28,28,0,,,2,6000,6000,,,,,,8,1,,,,,,,,,,,2,6,,,,,,,,,,,,,,,,,
,000109,999999,서형주,2022-09-08 오전 11:20:00,201,,머큐리양복점,1255,2,,서울 용산구 이태원로 146,,,3,1,,,1,,3,2,255,CS200055,2,2,이태원역,320,1,2,1,4,,,1,61,1994,7,11,19,4,,,,김재근,,,,10,2282,846,3,,,,,,,2500,2500,2500,2500,225,225,225,220,,,3,,,,4,4,,,,,,,1,2,2,1,,18500,4000,,,,1,,,,,50,28,22,0,,,1,350,350,400,Y,경기둔화,,,8,9,1,,,,,,,,,,2,5,,,,,,,,,,,,,,,,,
,000110,999999,서형주,2022-09-08 오전 11:20:00,201,,스윗이스트,1255,2,,서울 용산구 녹사평대로 32길 9,,,2,1,,,1,,1,1,110,CS100010,1,2,녹사평역,201,2,,,,,,1,32,2020,1,16,22,4,,1,,백기백,,,,10,9915,5364,3,,,,,,,1500,1500,1500,,150,150,150,,,,,,,,5,5,5,50,50,50,,,1,1,1,1,,5000,200,,,,,,3,,,60,40,0,0,,,,300,300,1500,Y,코로나,,,8,6,7,,,,,,,,,,2,5,,,,,,,,,,,,,,,,,
,000139,999999,서형주,2022-09-08 오전 11:20:00,201,,시아아틀리에,1511,2,,서울 송파구 문정로 1길 34,,,4,1,,,1,,1,1,110,CS100010,1,2,문정,500,,,1,1,,,2,,2019,12,9,21,,,,1,김미정,,,,10,8247,6613,3,,,,,,,3000,3000,3000,,250,250,250,,,,,,,,,,,10,10,,,,2,2,1,2,,500,,,,,,,3,,,,,,,,,,,,,,,,,1,8,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,000150,999999,서형주,2022-09-08 오전 11:20:00,201,,풋조이,1511,1,,서울 송파구 동남로 111,,,3,1,,,1,,1,3,311,CS300011,3,2,문정,700,1,6,1,6,,,2,,2018,5,10,8,,2,,,황예영,,,,10,9077,4364,2,,,,,,,20000,20000,,,1500,1500,,,,,,,,,,,,20,20,,,,2,2,2,2,,,,,,,,,,,,,,,,,,,7000,7000,5000,Y,코로나 특성상,,,8,9,6,,,,,,,,,,5,6,,,,,,,,,,,,,,,,,
,000162,999999,서형주,2022-09-08 오전 11:20:00,201,,청춘팩토리,1511,2,,서울 송파구 동남로 6길 16,,,,1,,,1,,1,1,101,CS100001,1,2,문정,500,2,,,,,,1,,2017,7,10,2,4,,1,,민경익,,,,10,8639,3808,3,,,,,,,1000,1000,1000,1000,100,100,100,100,,,,,,,5,5,,,,,,,1,1,1,1,,3500,,,,,1,2,3,,,,,,,,,,1200,1200,1300,Y,코로나,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,000167,999999,서형주,2022-09-08 오전 11:20:00,201,,여진족,1271,1,,서울 서초구 방배천로 4안길12,,,4,1,,,1,,3,1,101,CS100001,1,2,사당,209,2,,2,,1,,2,58,2013,4,12,10,,2,,,박선희,2,3473,3479,,,,3,,,,,,,10000,10000,10000,10000,550,550,550,550,,,,,,,25,25,25,25,25,25,,,1,1,1,1,,48000,2000,,,,1,2,,,,83,17,0,0,,,2,2000,2000,2000,N,,,0.2,8,1,2,,,,,,,,,,2,5,,,,,,,,,,,,,,,,,
,000176,999999,서형주,2022-09-08 오전 11:20:00,201,,디오니소스 남현점,1271,2,,서울 관악구 남현 1길 59,,,3,1,,,1,,1,1,109,CS100009,1,2,사당,158,2,,2,,1,,2,68,1991,6,2,10,,1,,,복옥례,2,521,7285,,,,2,,,,,,,8000,8000,8000,8000,520,520,520,600,,,1,5,2,,20,20,20,20,20,20,,,1,1,1,1,,40000,,,,,,,,,,,,,,,,2,600,600,600,N,,,0.3,1,4,8,,,,,,,,,,2,5,,,,,,,,,,,,,,,,,
,000178,999999,서형주,2022-09-08 오전 11:20:00,201,,대연 짬뽕양꼬치,1271,1,,서울 서초구 청두곶길 5 1층,,,5,1,,,1,,3,1,102,CS100002,1,2,사당,545,2,,2,,2,,2,56,2016,3,10,10,,2,,,송하연,2,582,4949,,,,3,,,,,,,5000,5000,,5000,400,400,,350,,,1,4,2,,,,,,,,,,1,1,1,1,,18000,2000,,,,1,2,,,,100,0,0,0,,,2,500,500,500,N,,,0.2,8,4,1,,,,,,,,,,2,5,,,,,,,,,,,,,,,,,
,000186,999999,서형주,2022-09-08 오전 11:20:00,201,,우드홈,1271,1,,서울 서초구 방배천로 32,,,1,1,,,1,,1,3,335,CS300035,3,2,사당,371,1,,2,,1,,1,62,1981,6,7,5,4,4,,,손선규,2,581,5881,,,,3,,,,,,,5000,5000,,5000,400,400,,400,,,,,,,,,,,,,,,2,2,2,2,,,1000,,,,,,,,,100,0,0,0,,,2,5000,5000,,,,,0.2,8,4,1,,,,,,,,,,2,5,,,,,,,,,,,,,,,,,
,000075,999999,서형주,2022-09-08 오전 11:20:00,201,,여기가거기,1229,2,,서울 마포구 독막로 69,,,5,1,,,1,1,1,1,101,CS100001,1,1,상수역,160,1,3,1,5,,,2,70,2011,7,11,22,,,,,우영옥,,,,10,4021,6883,3,26.45,,,,,,2000,2000,2000,2000,180,180,200,200,,,,,,,25,25,25,60,60,60,,,1,2,2,1,,4000,2000,,,,1,,,,,100,0,0,0,,,1,600,600,1000,Y,코로나,300,,6,1,8,,,,,,,,,,5,3,,,,,,,,,,,,,,,,,
,000077,999999,서형주,2022-09-08 오전 11:20:00,201,,카페루치아,1229,2,,서울 마포구 잔다리로 6길 14,,,2,1,,,1,1,1,1,110,CS100010,1,2,합정역,469,2,,2,,1,,2,60,2011,7,13,18,4,,,,박하영,,,,10,8947,277,3,165.3,,,,,,1000,1000,1000,1000,110,110,220,220,,,1,8,,코로나,,,,80,80,80,,,1,1,1,2,,,,,,,,,,,,100,0,0,0,,,,100,100,100,N,,,,8,6,9,,,,,,,,,,5,3,,,,,,,,,,,,,,,,,
,000088,999999,서형주,2022-09-08 오전 11:20:00,201,,종로컴퓨터,1171,2,,서울 종로구 창신길 9,,,1,1,,,1,1,1,3,303,CS300003,3,1,동대문역,77,2,,2,,1,,2,51,2010,7,9,18,8,,,,조선자,,,,10,9039,5208,3,9.917,,,,,,500,500,500,500,61,61,61,57,,,,,,,,,,5,5,5,,,1,2,2,1,,500,600,,,,1,,,,,0,100,0,0,,,2,100,100,150,Y,코로나,300,0.75,6,8,7,,,,,,,,,,3,8,,,,,,,,,,,,,,,,,
,000091,999999,서형주,2022-09-08 오전 11:20:00,201,,리빙하우시,1171,2,,서울 종로구 종로 52길 18-1,,,1,1,,,1,1,1,3,321,CS300021,3,2,동대문역,147,2,,2,,1,,1,51,2018,7,9,18,,,,,현혁,,,,10,4907,5939,3,49.59,,,,,,3000,3000,3000,3000,240,240,240,240,,,,,,,,,,20,20,20,,,1,1,1,1,,10000,,,,,1,,3,,,100,0,0,0,,,1,500,500,400,Y,코로나,1000,0.1,6,8,7,,,,,,,,,,3,8,,,,,,,,,,,,,,,,,
,000116,999999,서형주,2022-09-08 오전 11:20:00,201,,해밀턴셔츠,1255,2,,서울 용산구 이태원로 160,,,2,1,,,1,,1,2,255,CS200055,2,2,이태원역,10,1,2,1,4,,,1,61,2019,12,10,20,8,3,,,박유식,2,798,5693,10,5139,6687,1,,,,,,,15000,15000,15000,15000,400,400,500,500,,,1,5,4,,,,,13,13,12,,,2,2,2,2,,,3000,,,,,,,,,100,0,0,0,,,2,6800,6800,6000,Y,"코로나, 경기불황,유동인구 감소",,0.07,1,9,6,,,,,,,,,,5,8,,,,,,,,,,,,,,,,,
,000126,999999,서형주,2022-09-08 오전 11:20:00,201,,렌즈미,1229,1,,서울 마포구 양화로 6길 65,,,6,1,,,1,1,1,3,316,CS300016,3,2,합정역,352,2,,1,1,,,2,31,2017,1,11,22,,,,,양문호,2,322,8838,10,8736,2364,2,,60,,,,,2000,2000,2000,2000,240,240,240,240,,,,,,,3,3,3,10,10,10,,,1,2,2,1,,12000,3800,,,,1,,,,,100,0,0,0,,,,800,800,800,N,,200,0.2,1,8,7,,,,,,,,,,2,3,,,,,,,,,,,,,,,,,
,000179,999999,서형주,2022-09-08 오전 11:20:00,201,,강복종합상재,1271,1,,서울 동작구 동작대로 7길 45,,,5,1,,,1,,3,3,335,CS300035,3,2,사당,456,,,2,,1,,1,55,2019,5,7,7,4,2,,,박강수,2,522,2100,,,,3,,,,,,,5000,5000,5000,,260,260,260,,,,,,,,10,10,10,10,10,10,,,1,1,1,2,,,500,,,,,,,,,100,0,0,0,,,2,3000,3000,3000,N,,,0.2,8,4,1,,,,,,,,,,2,5,,,,,,,,,,,,,,,,,
,000181,999999,서형주,2022-09-08 오전 11:20:00,201,,파스토바코,1271,2,,서울 동작구 동작대로 3길 22,,,3,1,,,1,,1,3,344,CS300044,3,1,사당,381,2,,2,,1,,1,57,2013,4,,9,2,2,,,박현준,2,521,2897,,,,3,,,,,,,2500,2500,2500,2500,100,100,100,100,,,,,,,,,,,,,,,2,2,2,2,,,,,,,,,,,,100,0,0,0,,,2,13000,13000,13000,N,,,0.2,8,4,1,,,,,,,,,,2,5,,,,,,,,,,,,,,,,,
,000190,999999,서형주,2022-09-08 오전 11:20:00,201,,틈새라면,1227,1,,서울 종로구 율곡로 59,,,1,1,,,1,,1,1,108,CS100008,1,2,안국역,952,1,,1,4,,,2,56,2016,3,7,9,,2,,,장경업,2,745,7098,,,,2,,,,,,,7000,7000,7000,7000,300,300,300,300,,,,,,,,,,,,,,,1,1,1,1,,5000,1000,,,,1,2,,,,100,0,0,0,,,2,1000,1000,,,,,0.2,8,4,2,,,,,,,,,,2,5,,,,,,,,,,,,,,,,,
,000218,999999,서형주,2022-09-08 오전 11:20:00,201,,스카이호프,1126,1,,서울 양천구 오목로 54-1,,405-300,,1,,,1,,1,1,109,CS100009,1,2,오목교역,67,2,,,,,,2,62,2010,7,6,2,4,,,,김계정,2,2651,3399,,,,3,,,,,,,3000,3000,,,330,330,,,,,,,,,,,,35,35,,,,2,2,2,2,,,8000,,,,,,,,,,,,,,,,,,,,,550,,8,6,1,,,,,,,,,,5,9,,,,,,,,,,,,,,,,,
,000100,999999,서형주,2022-09-08 오전 11:20:00,201,,옛날짜장,1171,1,,서울 종로구 종로 302,,,2,1,,,1,1,1,1,102,CS100002,1,2,동대문역,42,1,,1,2,,,2,60,2016,7,7,19,4,,,,양광자,,,,10,5133,9180,3,16.53,,,,,,2000,2000,2000,2000,200,200,200,200,,,,,,,,,,50,50,50,,,1,1,1,1,,,,,,,1,,3,,,,,,,,,2,500,500,1000,Y,코로나,,,1,6,8,,,,,,,,,,3,2,,,,,,,,,,,,,,,,,
,000148,999999,서형주,2022-09-08 오전 11:20:00,201,,마이다스 명품사,1511,2,,서울 송파구 송이로 166,,,4,1,,,1,,1,2,255,CS200055,2,2,문정,900,1,2,1,4,,,1,75,2018,7,10,18,4,,,,김점석,,,,10,4728,9780,3,,,,,,,500,500,,,45,45,,,,,,,,,,,,5,5,,,,2,2,2,2,,,,,,,,,,,,,,,,,,,70,70,100,Y,코로나,,,8,9,1,,,,,,,,,,6,5,,,,,,,,,,,,,,,,,
,000151,999999,서형주,2022-09-08 오전 11:20:00,201,,이덕아이앤씨,1511,1,,서울 송파구 동남로 103,,,5,1,,,1,,1,3,349,CS300049,3,2,문정,500,1,6,1,6,,,2,,2015,7,10,20,,1,1,,이연숙,,,,10,9736,7789,1,,,,,,,10000,10000,10000,10000,400,400,400,400,,,,,,,,,,10,10,,,,2,2,2,2,,,,,,,,,,,,,,,,,,,2000,2000,2500,Y,코로나,,,1,6,9,,,,,,,,,,6,8,,,,,,,,,,,,,,,,,
,000159,999999,서형주,2022-09-08 오전 11:20:00,201,,데상트,1511,1,,서울 송파구 동남로 124,,,4,1,,,1,,1,3,311,CS300011,3,2,문정,500,1,5,,,,,1,,2016,7,10,21,,,,,김정환,,,,10,3742,8844,2,,,,,,,10000,10000,10000,10000,800,800,800,1000,,,1,,,,,,,,,,,,1,1,2,1,,20000,,,,,,,3,,,,,,,,,,4000,4000,4000,N,,,0.3,1,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,000168,999999,서형주,2022-09-08 오전 11:20:00,201,,누구나홀딱반한닭,1271,1,,서울 서초구 방배천로 5-1,,,10,1,,,1,,2,1,107,CS100007,1,2,사당,210,1,,1,4,,,1,44,2003,5,2,1,,5,,,서동춘,2,581,5662,,,,1,150,,,,,,2000,2000,2000,2000,,,,,,,,,,,,,,,,,,,1,1,1,1,,,3000,,,,,,,,,100,0,0,0,,,2,7500,7500,7500,N,,,0.17,8,1,2,,,,,,,,,,2,5,,,,,,,,,,,,,,,,,
,000210,999999,서형주,2022-09-08 오전 11:20:00,201,,명성공인중개사,1244,2,,서울 양천구 목동중앙북로 3,,613-5,3,1,,,1,,1,2,233,CS200033,2,2,등촌역,255,2,,,,,,2,62,2007,7,10,7,2,,,,이경자,,,,10,4363,2798,3,,,,,,,4000,4000,,,90,90,,,,,,,,,,,,3,3,3,,,1,1,2,1,,8000,2000,,,,1,,,,,100,0,0,0,,,1,150,150,,,,300,,1,3,4,,,,,,,,,,2,5,,,,,,,,,,,,,,,,,
,000212,999999,서형주,2022-09-08 오전 11:20:00,201,,할매순대국,1244,2,,서울 강서구 등촌로 219,,507-10,3,1,,,1,,1,1,101,CS100001,1,2,등촌역,170,1,9,1,6,,,1,60,2012,7,0,24,,,,,이을재,,,,10,3600,6390,2,,,,,,,6000,6000,6000,6000,350,350,350,350,,,,,,,,,,5,5,5,,,1,2,1,1,,8000,8000,,,,1,2,,,,100,0,0,0,,,3,150,150,,,,300,,8,3,1,,,,,,,,,,2,5,,,,,,,,,,,,,,,,,
